datetime,totalValueLockedUSD,totalBorrowBalanceUSD,totalDepositBalanceUSD,utilizationRate,borrowerStableRate,borrowerVariableRate,lenderVariableRate,market,dailyDepositUSD,dailyWithdrawUSD,inputTokenPriceUSD,blockNumber
2023-06-13,101366610.16544979389,72471557.16089624093,101366610.16544979389,0.7149450597451047,8.5747068138529243,3.5747068138529243,2.3001351849011746,Aave Ethereum USDT,6381590.51073073439,1424529.7579826482,0.99979,17474112
2023-06-12,96429380.2341333828,72781401.90892650079,96429380.2341333828,0.7547637632038193,8.7736548209957197,3.7736548209957197,2.5632847274443628,Aave Ethereum USDT,10238822.9282089175565,6013467.7640842503265,1.00009,17467281
2023-06-11,92228851.0068759873985,72025501.5274031479565,92228851.0068759873985,0.7809432812085384,8.9045814880541486,3.9045814880541486,2.7442361874339269,Aave Ethereum USDT,1988531.2435054560671,1106668.9226065293919,1.0004405,17460172
2023-06-10,91345654.1928396941838,72091745.8635792571011,91345654.1928396941838,0.7892192190269551,8.9459964817767608,3.9459964817767608,2.8027598821550233,Aave Ethereum USDT,4013227.1438993526498,9751724.8528557132,1.0005123,17452792
2023-06-09,97022931.6334273083,69692784.0739820613,97022931.6334273083,0.7183124947955171,8.5915018766244595,3.5915018766244595,2.3217994313634626,Aave Ethereum USDT,22695180.91411701816286,18045097.74752494941298,0.9999,17446013
2023-06-08,92392704.08785885378112,69210498.04196212487003,92392704.08785885378112,0.7490905123433544,8.7454154945906879,3.7454154945906879,2.5250647008816013,Aave Ethereum USDT,6827830.9963933488378,6720879.2195183056524,1.00018271,17438716
2023-06-07,92293258.4572616819955,68796802.0606842013185,92293258.4572616819955,0.7454152471227571,8.7270672524444117,3.7270672524444117,2.5003854547638365,Aave Ethereum USDT,5762413.7044644506796,4467184.3844005905493,1.0003347,17431858
2023-06-06,90986467.758289652992,66744720.752075409952,90986467.758289652992,0.7335675556653797,8.6678215309644077,3.6678215309644077,2.4215246609410965,Aave Ethereum USDT,5764955.997093989222,2233581.123708016598,1.000288,17424748
2023-06-05,87420492.83989876938,58179152.39236084368,87420492.83989876938,0.6655093159782307,8.3270338377031713,3.3270338377031713,1.9924477482999405,Aave Ethereum USDT,11330897.6028282563696,3862053.6464397156524,1.00011,17417137
2023-06-04,79961347.2038331240724,57086652.8141985573452,79961347.2038331240724,0.7139281016448656,8.5690632797362575,3.5690632797362575,2.2928782850571115,Aave Ethereum USDT,10314.9454878269616,264659.4492580053452,1.0002908,17410408
2023-06-03,80217891.9718707543,57067933.5622843038,80217891.9718707543,0.711411533754786,8.5565086977678914,3.5565086977678914,2.2767757411137593,Aave Ethereum USDT,2719724.2312280919,100611.85629763035,1.00038,17403400
2023-06-02,77581426.59192139137,56836867.24466537094,77581426.59192139137,0.7326092048245969,8.662489568295668,3.662489568295668,2.414489370817426,Aave Ethereum USDT,13175.29055303073195,141103.9702997773992,1.00023,17395885
2023-06-01,77696926.3272466566747,56152887.2429958536196,77696926.3272466566747,0.7227169708939211,8.613061178673664,3.613061178673664,2.3497579945509707,Aave Ethereum USDT,234.695113312,98488.48347616790565,1.00013055,17389273
2023-05-31,77798475.3105225756,55965050.25247317424,77798475.3105225756,0.7193592166054142,8.5963023014687801,3.5963023014687801,2.328010243838936,Aave Ethereum USDT,3348585.93744227171008,532879.06526656720248,1.00024,17381833
2023-05-30,74984362.92049421551392,55131367.7552074650308,74984362.92049421551392,0.7352381964445461,8.6756948449646043,3.6756948449646043,2.4319318667938859,Aave Ethereum USDT,254560.24207,227950.79962924922284,1.00032536,17374695
